Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Revenue_per_Month,Average_Monthly_Charges,Charges_Evolution,Total_Services,Contract_Risk_Score,Payment_Risk_Score,Service_Dependency_Score,Loyalty_Adjusted_Value,Gender_Encoded,Contract_Encoded,Payment Method_Encoded,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Value_Segment_Low,Value_Segment_Medium,Value_Segment_High,Value_Segment_Premium
Female,No,Yes,No,1.249409395739648,Yes,No,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.2743910729064264,0.8845161148754817,No,-0.25016746182118754,-0.25016746182118754,-0.27599264064263856,3,2,1,-0.06576177140825509,0.40882551814282103,0,1,0,True,False,False,False,True,False,False
Male,No,No,No,-0.25148997342528545,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.5165035641169538,-0.7564506095881197,No,-1.4705826007442055,-1.4705826007442055,-0.49171918525734654,1,1,2,-1.055012658184437,-1.1132200493885898,1,2,3,False,False,True,True,False,False,False
Male,No,No,No,1.3421984579098853,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),-1.5129221364298944,0.057066865990821315,No,-1.4910389185786759,-1.4910389185786759,-0.2377696126272211,1,1,1,-1.055012658184437,-0.8109357515763979,1,2,1,False,False,True,True,False,False,False
Male,No,Yes,No,1.0544463149444097,Yes,Yes,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),1.0121152312163701,1.3052362226387135,No,1.0544088595007302,1.0544088595007302,-0.5659325634858149,4,2,1,0.6591623031757442,1.2486747759099026,1,1,0,False,True,False,False,False,False,True
Male,Yes,Yes,Yes,0.2274474701920327,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.9656921750440429,0.6080205168231937,No,0.8170537058811294,0.8170537058811294,1.7553927609864386,4,3,2,0.9616197424503081,0.9322881322390838,1,0,3,False,True,False,False,False,False,True
Female,No,Yes,No,0.67564931447137,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),-1.347682357979049,-0.1761660626379941,No,-1.3918566341580756,-1.3918566341580756,0.48150644202031834,1,2,1,-1.055012658184437,-0.7123608073981387,0,1,0,False,False,True,True,False,False,False
Female,No,Yes,No,0.1182674693562259,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.35222633723783664,0.3600252289849688,No,0.32377392945296674,0.32377392945296674,0.31576367520739196,1,3,3,-1.055012658184437,0.5207418045413587,0,0,2,False,True,False,False,False,True,False
Male,No,No,No,0.8173214745000715,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,0.7537165394412821,1.032859919700562,No,0.762188460865974,0.762188460865974,-0.1451994227496729,4,3,3,0.32025948200819615,1.018052386592582,1,0,2,False,True,False,False,False,True,False
Female,Yes,Yes,No,0.73327480156516,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.21190983681604228,0.8057391172187843,No,0.3156601139115013,0.3156601139115013,-1.2184381028639129,1,3,1,-1.055012658184437,0.6387222566707196,0,0,0,False,True,False,False,False,True,False
Female,No,Yes,Yes,-0.44435050089749173,Yes,No,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.2968239065673316,-0.09482092130748855,No,0.34418826051772056,0.34418826051772056,-0.5726100435925711,2,3,1,-0.5152207685066297,0.2194506770426732,0,0,0,False,True,False,False,False,True,False
Male,No,Yes,No,1.2961659146483886,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),1.1175781530908966,1.4870912601749804,No,1.08990611941263,1.08990611941263,0.26588192926799337,5,1,1,0.9616197424503081,1.3812115701186787,1,2,0,False,True,False,False,False,False,True
Female,No,Yes,Yes,0.4941272060549305,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-1.3353398929326472,-0.20373636567172881,No,-1.3054797008030836,-1.3054797008030836,-0.3205482835878201,1,1,2,-1.055012658184437,-0.7337748546611697,0,2,3,False,False,True,True,False,False,False
Female,No,Yes,Yes,-1.169363051421521,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.3529757886792,-1.3068263448611361,No,-1.276160428777888,-1.276160428777888,-0.823084176274173,1,3,2,-1.055012658184437,-1.3523056156793956,0,0,3,False,False,True,True,False,False,False
Female,No,No,No,-1.0014835719110122,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.18573729886441426,-0.6398016644514387,No,0.3085335672418428,0.3085335672418428,-1.4352125149335926,1,3,1,-1.055012658184437,-0.24204396778390877,0,0,0,False,True,False,False,True,False,False
Male,No,No,No,0.1182674693562259,Yes,Yes,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),1.1765888328905791,0.5982514909679523,No,1.0777590140853945,1.0777590140853945,1.1346095025465741,5,2,1,0.9616197424503081,1.0019964994180228,1,1,1,False,True,False,False,False,False,True
Male,No,Yes,No,0.616648945723346,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.3036580744203279,-0.14753810611654627,No,-1.3188468087910283,-1.3188468087910283,0.16780022143190154,1,2,2,-1.055012658184437,-0.6742055777539736,1,1,3,False,False,True,True,False,False,False
Female,No,No,No,-0.788710798441481,No,No phone service,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.7854462044394155,-0.7181766471807678,No,-0.6404350292657387,-0.6404350292657387,-1.6008254264512491,3,3,1,-0.5152207685066297,-0.6766275652037387,0,0,0,True,False,False,False,True,False,False
Female,Yes,Yes,No,0.925308196701814,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.416143452850928,0.6008117159828673,No,-0.4161851227124578,-0.4161851227124578,0.005959601411458219,1,3,1,-1.055012658184437,0.22198753222062648,0,0,0,True,False,False,False,True,False,False
Male,Yes,Yes,No,0.8447376593843661,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.321391053009754,1.2223030861573145,No,1.2612274228665277,1.2612274228665277,0.6504351040716424,5,2,1,1.235007287882481,1.3654717556181437,1,1,0,False,True,False,False,False,False,True
Female,No,Yes,Yes,-0.788710798441481,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.7086053110260208,-0.3233647744302544,No,0.7030215732346998,0.7030215732346998,0.025115009359330975,2,3,3,-0.06576177140825509,0.2097674123613907,0,0,2,False,True,False,False,False,True,False
Male,No,No,No,-0.3451032456934132,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.37338547939484285,0.01829337949792367,No,0.4338490258099666,0.4338490258099666,-0.7301667842833419,1,3,1,-1.055012658184437,0.3190406324709284,1,0,0,False,True,False,False,False,True,False
Female,No,Yes,No,1.249409395739648,Yes,Yes,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),-0.1963471021040596,0.916056485238105,No,-0.18838008397396636,-0.18838008397396636,-0.09195112534603853,3,2,1,-0.06576177140825509,0.47047009274008145,0,1,0,True,False,False,False,True,False,False
Female,No,Yes,No,1.3421984579098853,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.03317139261185173,1.1011539624417874,No,0.0742918938001314,0.0742918938001314,-0.4844285857689553,6,1,1,1.235007287882481,0.6661605885158606,0,2,1,True,False,False,False,True,False,False
Male,No,No,No,-1.4954444411486996,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,-0.35600842591734777,-1.3477978929306997,No,-0.14596409490543533,-0.14596409490543533,-2.369675698899925,3,3,3,-0.06576177140825509,-1.1301148979000317,1,0,2,True,False,False,False,True,False,False
Male,No,Yes,No,0.5253569523962796,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,-1.5147126920136147,-0.29244373946514574,No,-1.435988416677488,-1.435988416677488,-0.8372822188158607,1,1,3,-1.055012658184437,-0.9386363993575859,1,2,2,False,False,True,True,False,False,False
Female,No,No,No,0.0028558511020371257,No,No phone service,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.6582535598164428,-0.10203809272771304,No,-0.620165393469933,-0.620165393469933,-0.42021241932243286,3,3,1,-0.06576177140825509,-0.23179348757725793,0,0,1,True,False,False,False,True,False,False
Male,No,Yes,No,0.3647882948545287,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-1.475392173968289,-0.43717693818389614,No,-1.5053278470023586,-1.5053278470023586,0.31722628720386215,1,2,1,-1.055012658184437,-0.9212087864304235,1,1,0,False,False,True,True,False,False,False
Male,No,Yes,No,1.3421984579098853,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1.6049131223026605,1.7298538084933688,No,1.708469504450363,1.708469504450363,-1.352431575616402,7,1,1,1.7144859800593935,1.6805087994603247,1,2,1,False,True,False,False,False,False,True
Male,No,Yes,No,0.33125677888830296,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8341425261130827,0.6986311326112802,No,0.8458121742307549,0.8458121742307549,-0.18862780308378513,3,3,1,0.32025948200819615,0.898047344425812,1,0,0,False,True,False,False,False,True,False
Male,No,No,No,-1.6443435132739284,Yes,No,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,-0.3026775205412898,-1.6275904462365711,No,-0.301608131277031,-0.301608131277031,-0.009353913158557138,3,3,2,-0.06576177140825509,-1.4411090737278769,1,0,3,True,False,False,False,True,False,False
Female,No,Yes,Yes,-0.44435050089749173,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.570156616331753,0.2513002048862075,No,1.7098927996986597,1.7098927996986597,-1.779260600254841,6,3,3,1.4846416533919846,0.8876343604356155,0,0,2,False,True,False,False,False,False,True
Female,Yes,No,No,0.7615992724386251,Yes,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1.2084535865159651,1.1609941741920167,No,1.263922080064103,1.263922080064103,-0.7394833615407795,4,3,1,0.9616197424503081,1.2726814186178275,0,0,1,False,True,False,False,False,False,True
Female,No,Yes,No,0.8987230475950333,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,1.623860929755892,1.3485142238394476,No,1.5333383469215813,1.5333383469215813,1.007077779004461,7,2,2,1.7144859800593935,1.55318910715503,0,1,3,False,True,False,False,False,False,True
Female,No,No,Yes,-0.3451032456934132,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.020011448007259444,-0.11246068237886024,No,0.020748559906889116,0.020748559906889116,-0.015731619549684137,3,3,3,0.32025948200819615,0.10402528797407742,0,0,2,True,False,False,False,True,False,False
Female,No,Yes,No,0.3647882948545287,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.5292376397732266,0.6317022042599856,No,0.5661306388138749,0.5661306388138749,-0.4658040451523674,2,3,3,-0.06576177140825509,0.7259692388860175,0,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,0.8447376593843661,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.3265313729891581,-0.05099992057612646,No,-1.3475040263897886,-1.3475040263897886,0.22975898468523237,1,1,1,-1.055012658184437,-0.6576819735324442,0,2,0,False,False,True,True,False,False,False
Male,No,Yes,Yes,-0.9262870364473353,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.9913112760515378,-0.403175781285589,No,0.9932580246709353,0.9932580246709353,-0.08339433123101489,4,3,3,0.9616197424503081,0.22385627677603964,1,0,2,False,True,False,False,False,False,True
Male,No,Yes,No,1.3421984579098853,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.334098859503876,1.60539192918353,No,1.3346191647070316,1.3346191647070316,-0.09187320633562052,6,1,1,1.4846416533919846,1.5235939504221527,1,2,0,False,True,False,False,False,False,True
Female,No,No,No,1.1535903811689474,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.338865050992917,0.1431623476527434,No,-1.3037002094561974,-1.3037002094561974,-0.3775371639118115,1,2,2,-1.055012658184437,-0.6210775076193987,0,1,3,False,False,True,True,False,False,False
Female,Yes,No,No,-0.16269600024136927,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.18246421211947994,0.09588235382310564,No,0.19824222793545282,0.19824222793545282,-0.19830705508113286,5,3,2,0.9616197424503081,0.29363725891057396,0,0,3,True,False,False,False,True,False,False
Male,No,Yes,No,1.0544463149444097,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.13175979327592627,0.8156910429160013,No,-0.1473945993499739,-0.1473945993499739,0.1801138343703932,5,3,1,0.9616197424503081,0.47559769262408624,1,0,0,True,False,False,False,True,False,False
Female,No,Yes,No,1.0795619815622108,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.349446579932248,0.030474856995433976,No,-1.3894729749556272,-1.3894729749556272,0.4361086124471396,1,1,2,-1.055012658184437,-0.6451068842991285,0,2,3,False,False,True,True,False,False,False
Female,No,No,No,-0.07808393064536283,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.2911958997498911,0.48694384724344825,No,1.2786561568558805,1.2786561568558805,0.06970587955398322,5,3,3,1.235007287882481,0.9673488663674321,0,0,2,False,True,False,False,False,False,True
Male,No,Yes,No,0.08053825404152173,Yes,No,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.932043045676638,0.5784392653034387,No,1.1180036370168454,1.1180036370168454,-2.247242547872957,5,2,1,0.9616197424503081,0.8492821363474408,1,1,0,False,True,False,False,False,False,True
Female,No,Yes,No,0.15530632361061353,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.542194350877314,0.4425213965437747,No,0.4814805348224265,0.4814805348224265,0.6954351346423866,6,1,1,1.4846416533919846,0.6531550282568974,0,2,0,True,False,False,False,False,True,False
Male,No,Yes,No,-1.4954444411486996,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.505763063019793,-1.7423514183968092,No,-1.541383939890122,-1.541383939890122,0.37578845027408053,1,3,2,-1.055012658184437,-1.7593916804888814,1,0,3,False,False,True,True,False,False,False
Male,No,No,No,-1.6443435132739284,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.35711039113256304,-1.522274406335161,No,0.35604464364220106,0.35604464364220106,-0.009353913158557138,1,3,3,-1.055012658184437,-1.2232555325896892,1,0,2,False,True,False,False,False,True,False
Male,No,No,Yes,-1.0820895629741363,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.518294753560608,-1.4138139622938262,No,-1.620510164952311,-1.620510164952311,1.0896307681233988,1,3,2,-1.055012658184437,-1.4397514415151111,1,0,3,False,False,True,True,False,False,False
Female,No,Yes,No,-0.07808393064536283,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.17264291358947037,0.12944588579062663,No,0.1005135299653346,0.1005135299653346,0.8414001017663134,4,3,1,0.9616197424503081,0.32520163759138093,0,0,0,True,False,False,False,True,False,False
Male,Yes,Yes,No,1.3421984579098853,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.668044512434526,1.7209870946094177,No,1.680951111853336,1.680951111853336,-0.270195723612671,7,1,1,1.7144859800593935,1.716261377354581,1,2,0,False,True,False,False,False,False,True
Male,No,No,No,1.2961659146483886,No,No phone service,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,-0.8075763511866718,0.5884980189973018,No,-0.8077221925399375,-0.8077221925399375,0.011157466525995788,2,1,2,-0.5152207685066297,-0.04215461275299273,1,2,3,True,False,False,False,True,False,False
Male,Yes,Yes,No,1.1535903811689474,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1.225969473702484,1.433767257984316,No,1.2223565999587154,1.2223565999587154,-0.03356027527946711,5,1,3,1.235007287882481,1.4060674644792641,1,2,2,False,True,False,False,False,False,True
Male,No,Yes,No,1.3421984579098853,Yes,Yes,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,0.829321588747519,1.4422982131292,No,0.8839176901880024,0.8839176901880024,-0.6964658643662068,3,2,3,0.32025948200819615,1.213820127176935,1,1,2,False,True,False,False,False,True,False
Female,No,No,No,0.616648945723346,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.509341971558944,-0.3160775407233443,No,-1.5151019952005105,-1.5151019952005105,0.055967729760467114,1,1,2,-1.055012658184437,-0.9157306109537436,0,2,3,False,False,True,True,False,False,False
Female,Yes,No,No,-0.3939629350220116,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4825303431135377,-0.8836130866130296,No,-1.5252696852997434,-1.5252696852997434,0.45440573928157796,1,2,2,-1.055012658184437,-1.1171150348622856,0,1,3,False,False,True,True,False,False,False
Male,No,Yes,No,-0.855590292170263,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,0.19228245629361645,-0.5865059309157901,No,-0.04840294126456306,-0.04840294126456306,2.864993074901581,4,3,2,0.9616197424503081,-0.11405313049216449,1,0,3,True,False,False,False,True,False,False
Male,No,Yes,No,-0.07808393064536283,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.3510038204003328,-0.025395945772059808,No,-0.30970786566090214,-0.30970786566090214,-0.4676405682410669,3,3,2,-0.06576177140825509,-0.028588994899762524,1,0,3,True,False,False,False,True,False,False
Male,Yes,Yes,Yes,0.33125677888830296,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.3880263960866674,0.5716159479901395,No,0.46580695951844153,0.46580695951844153,-0.9324637715509038,5,3,3,1.235007287882481,0.6246715928409814,1,0,2,True,False,False,False,False,True,False
Female,No,Yes,Yes,-1.0014835719110122,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.37663956039744345,-0.597479103376974,No,0.4870774938724623,0.4870774938724623,-1.3099050658684215,6,3,3,1.235007287882481,-0.1443475866478197,0,0,2,True,False,False,False,False,True,False
Male,No,Yes,Yes,-0.7251211853549012,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.518294753560608,-1.07200879816294,No,-1.4866112581064226,-1.4866112581064226,-0.34147382996382897,1,1,2,-1.055012658184437,-1.2706960911206613,1,2,3,False,False,True,True,False,False,False
Female,Yes,No,No,-0.25148997342528545,Yes,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5632391066094149,0.15677152973933856,No,0.6298005720209983,0.6298005720209983,-0.8155718284044676,2,3,3,-0.06576177140825509,0.47866354973423575,0,0,2,False,True,False,False,False,True,False
Female,No,Yes,No,1.3421984579098853,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.4292967867584134,1.6636136114414395,No,1.5061934186313624,1.5061934186313624,-1.0158553541246547,6,2,1,1.4846416533919846,1.5794303291688063,0,1,0,False,True,False,False,False,False,True
Male,No,Yes,Yes,1.3421984579098853,Yes,Yes,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),0.6618267515497279,1.3630464293756521,No,0.6802592533725473,0.6802592533725473,-0.25728130572324587,2,1,1,-0.06576177140825509,1.105302210953512,1,2,1,False,True,False,False,False,True,False
Female,No,No,No,-0.49640806157178985,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.163836497841594,0.028936997304248813,No,0.9738257074252429,0.9738257074252429,2.262809642753467,4,3,3,0.9616197424503081,0.6543516498067512,0,0,2,False,True,False,False,False,False,True
Male,No,No,No,1.3421984579098853,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7939501094466718,1.3756302273006167,No,0.7119450461677863,0.7119450461677863,0.9444007526040968,6,1,1,1.4846416533919846,1.1911619678896164,1,2,0,True,False,False,False,False,True,False
Female,No,Yes,No,-1.8440885040449773,No,No phone service,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),-0.3860574043325097,0.019593188848494307,No,0.20240678076809315,0.20240678076809315,-0.009353913158557138,4,1,1,0.32025948200819615,-2.655809252430517,0,2,0,True,False,False,False,True,False,False
Male,No,Yes,Yes,1.1291286375321483,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.3118578923422646,1.4436956581205298,No,1.3031225650546339,1.3031225650546339,0.021951838054054488,5,1,1,1.235007287882481,1.4494039419966884,1,2,0,False,True,False,False,False,False,True
Female,No,No,No,-1.4954444411486996,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.17148765042402583,-1.365958111521047,No,-0.23442566641499893,-0.23442566641499893,0.735022206713683,3,3,3,0.32025948200819615,-1.049866094025,0,0,2,True,False,False,False,True,False,False
Male,Yes,Yes,No,1.0795619815622108,Yes,Yes,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),-0.0046792988696739935,0.8979811853608537,No,-0.00680497308147796,-0.00680497308147796,0.018581680233220273,3,2,1,0.32025948200819615,0.5768435525203671,1,1,0,True,False,False,False,True,False,False
Male,No,No,No,-1.6443435132739284,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.491459864715862,-1.9105273178933306,No,-1.4910140002103154,-1.4910140002103154,-0.009353913158557138,1,3,2,-1.055012658184437,-1.9608109350721425,1,0,3,False,False,True,True,False,False,False
Male,No,Yes,No,0.08053825404152173,Yes,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,-0.10861165734076542,0.20891544470675635,No,-0.013498456888132995,-0.013498456888132995,-1.0942474393988697,4,3,2,0.32025948200819615,0.20278275447954175,1,0,3,True,False,False,False,True,False,False
Female,No,Yes,No,1.2961659146483886,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-1.5129221364298944,0.01968692443079878,No,-1.5065842780080796,-1.5065842780080796,-0.072966312517193,1,1,1,-1.055012658184437,-0.8170210795968758,0,2,0,False,False,True,True,False,False,False
Male,No,No,No,0.2972052803316758,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),1.674353278045482,0.8970969733968832,No,1.6165083247523186,1.6165083247523186,0.5976954568556803,7,2,1,1.7144859800593935,1.3472706635028389,1,1,1,False,True,False,False,False,False,True
Female,Yes,Yes,No,1.3192707200867548,Yes,Yes,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),0.538955609685575,1.2798565496867753,No,0.5126926324996806,0.5126926324996806,0.28157013122488894,2,1,1,-0.5152207685066297,1.0179802940907197,0,2,1,False,True,False,False,False,True,False
Female,No,Yes,No,1.2961659146483886,Yes,Yes,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),0.03317139261185173,1.0485447349359245,No,0.02355203052520455,0.02355203052520455,0.1048942681517046,3,2,1,0.32025948200819615,0.6557964197736187,0,1,0,True,False,False,False,True,False,False
Female,No,Yes,Yes,0.8447376593843661,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6472974769588613,0.9995717574960977,No,0.6178292226497814,0.6178292226497814,0.31478957719991363,4,3,1,0.32025948200819615,0.9593685214280905,0,0,0,False,True,False,False,False,True,False
Male,No,No,No,1.2728801509291057,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.4984466838964835,1.2468211459884444,No,0.5063505945229817,0.5063505945229817,-0.12280683688833578,6,1,1,1.235007287882481,0.9791922414597118,1,2,1,True,False,False,False,False,True,False
Male,No,No,Yes,-0.7251211853549012,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.4513984012578808,-0.3286178930618692,No,0.43170105324755953,0.43170105324755953,0.2072071583807292,2,3,2,-0.5152207685066297,0.12528190636027361,1,0,3,False,True,False,False,False,True,False
Female,No,No,No,-1.6443435132739284,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.5111318965491862,-1.9172595971652393,No,-1.510769787813417,-1.510769787813417,-0.009353913158557138,1,3,2,-1.055012658184437,-1.9719652777131635,0,0,3,False,False,True,True,False,False,False
Male,Yes,Yes,No,-0.25148997342528545,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.9769024722126349,0.22338433428834667,No,0.8648188671432328,0.8648188671432328,1.30569663016613,5,2,1,0.9616197424503081,0.7079000577224277,1,1,1,False,True,False,False,False,False,True
Male,No,No,No,1.0795619815622108,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3642658959238585,1.3928345665737323,No,1.2577132354395018,1.2577132354395018,1.220983935298394,5,3,3,1.235007287882481,1.4649186410961619,1,0,2,False,True,False,False,False,False,True
Female,No,No,No,0.9516316749382007,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.332510575421462,1.3245202358125931,No,1.332847188190897,1.332847188190897,-0.08952663052187142,5,3,1,1.235007287882481,1.4066768850322084,0,0,0,False,True,False,False,False,False,True
Male,No,No,No,0.15530632361061353,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.9993140194523932,0.6051767856722248,No,0.9975941256537866,0.9975941256537866,-0.03995154239593375,5,3,1,0.6591623031757442,0.9204158233835293,1,0,1,False,True,False,False,False,False,True
Female,No,No,No,0.08053825404152173,Yes,No,Yes,No,No,Yes,No,No,One year,No,Mailed check,-0.32766228065086844,0.09632949675886468,No,-0.2957946745032525,-0.2957946745032525,-0.3612705995104097,3,2,2,-0.06576177140825509,0.047178597203427,0,1,3,True,False,False,False,True,False,False
Female,Yes,Yes,No,-1.169363051421521,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.19228245629361645,-0.9289731332232951,No,-0.1205586763686514,-0.1205586763686514,3.7348905347989367,1,3,3,-1.055012658184437,-0.41070962628659724,0,0,2,False,True,False,False,True,False,False
Male,No,No,No,-0.664404140329236,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),-1.5039740778658233,-0.9942510346339424,No,-1.4294593285428399,-1.4294593285428399,-0.7933431817382113,1,3,1,-1.055012658184437,-1.232361091373819,1,0,1,False,False,True,True,False,False,False
Male,No,Yes,Yes,1.225749465996001,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1.3309222366145073,1.5082828852469636,No,1.2905483221190588,1.2905483221190588,0.40670691848615403,5,2,3,1.235007287882481,1.488853005082042,1,1,2,False,True,False,False,False,False,True
